ID,loan_amnt,funded_amnt,term,int_rate,installment,emp_length,home_ownership,annual_inc,verification_status,loan_status,purpose,addr_state,dti,delinq_2yrs,fico_range_low,fico_range_high,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,total_acc,mort_acc,pub_rec_bankruptcies,num_accts_ever_120_pd,pct_tl_nvr_dlq,application_type,issue_d_month,issue_d_year,earliest_cr_line_month,earliest_cr_line_year,grade,term_months,emp_length_num,credit_age,grade_numeric,fico_score
74714,30000.0,30000.0,36 months,13.56,1018.93,10+ years,MORTGAGE,115000.0,Source Verified,Current,credit_card,HI,21.57,0.0,695.0,699.0,1.0,12.0,0.0,35325.0,75.5,21.0,1.0,0.0,0.0,100.0,Individual,6,2018,7,1996,C,36,10,22,3,697.0
57230,13500.0,13500.0,36 months,12.69,452.86,6 years,RENT,64730.0,Not Verified,Charged Off,credit_card,AZ,25.18,0.0,665.0,669.0,0.0,11.0,0.0,13327.0,79.8,20.0,0.0,0.0,1.0,95.0,Individual,2,2015,4,2001,C,36,6,14,3,667.0
71389,16000.0,16000.0,60 months,15.02,380.81,10+ years,MORTGAGE,87000.0,Source Verified,Current,debt_consolidation,PA,22.69,1.0,690.0,694.0,0.0,25.0,1.0,19835.0,42.6,41.0,0.0,1.0,0.0,92.7,Individual,9,2018,7,1994,C,60,10,24,3,692.0
58091,12800.0,12800.0,60 months,11.99,284.67,10+ years,OWN,80000.0,Source Verified,Fully Paid,credit_card,TX,28.38,0.0,700.0,704.0,0.0,17.0,0.0,40788.0,57.9,44.0,3.0,0.0,0.0,97.7,Individual,7,2017,0,1998,B,60,10,19,2,702.0
38634,18000.0,18000.0,36 months,22.9,695.84,10+ years,RENT,41000.0,Verified,Current,debt_consolidation,NY,25.61,0.0,715.0,719.0,0.0,11.0,0.0,17732.0,68.5,27.0,0.0,0.0,0.0,100.0,Individual,2,2018,8,2001,E,36,10,17,5,717.0
86660,25925.0,25925.0,60 months,28.69,818.03,6 years,RENT,98000.0,Verified,Charged Off,small_business,VA,11.83,4.0,680.0,684.0,1.0,14.0,0.0,19272.0,51.0,48.0,0.0,0.0,3.0,93.3,Individual,0,2017,7,2000,F,60,6,17,6,682.0
18157,18400.0,18400.0,36 months,6.99,568.06,< 1 year,RENT,150000.0,Not Verified,Current,credit_card,AR,8.65,0.0,760.0,764.0,0.0,6.0,0.0,18364.0,54.3,33.0,1.0,0.0,0.0,100.0,Individual,6,2016,11,1992,A,36,0,24,1,762.0
79710,12800.0,12800.0,60 months,26.31,385.6,10+ years,RENT,45000.0,Source Verified,Current,debt_consolidation,WA,6.0,0.0,670.0,674.0,0.0,8.0,0.0,7346.0,47.4,21.0,0.0,0.0,1.0,90.5,Individual,6,2018,0,2007,E,60,10,11,5,672.0
25815,30000.0,30000.0,60 months,24.99,880.37,7 years,MORTGAGE,97033.0,Verified,Fully Paid,home_improvement,CA,7.73,0.0,670.0,674.0,1.0,8.0,1.0,4527.0,14.5,34.0,11.0,1.0,1.0,96.7,Individual,3,2015,8,1997,F,60,7,18,6,672.0
61075,6000.0,6000.0,36 months,7.69,187.17,6 years,RENT,40000.0,Source Verified,Fully Paid,other,NH,31.23,0.0,800.0,804.0,1.0,13.0,0.0,2476.0,4.8,34.0,0.0,0.0,0.0,100.0,Individual,7,2014,8,2001,A,36,6,13,1,802.0
40293,6500.0,6500.0,36 months,18.94,238.07,10+ years,OWN,65000.0,Not Verified,Current,credit_card,MI,20.48,0.0,695.0,699.0,2.0,9.0,0.0,8896.0,32.5,32.0,0.0,0.0,7.0,78.1,Individual,7,2018,2,2005,D,36,10,13,4,697.0
90278,10000.0,10000.0,36 months,16.99,356.48,6 years,RENT,138500.0,Verified,Late (31-120 days),credit_card,TX,21.58,0.0,700.0,704.0,3.0,36.0,0.0,25063.0,20.3,48.0,1.0,0.0,0.0,100.0,Individual,11,2016,10,2010,D,36,6,6,4,702.0
78272,14100.0,14100.0,60 months,21.48,385.27,10+ years,OWN,41500.0,Source Verified,Charged Off,debt_consolidation,TX,29.31,0.0,660.0,664.0,0.0,6.0,0.0,11982.0,91.5,19.0,0.0,0.0,0.0,94.7,Individual,0,2016,0,2004,E,60,10,12,5,662.0
90643,25000.0,25000.0,36 months,15.31,870.44,10+ years,RENT,115000.0,Not Verified,Fully Paid,debt_consolidation,CA,11.07,2.0,690.0,694.0,0.0,11.0,0.0,6236.0,49.5,35.0,0.0,0.0,5.0,83.9,Individual,2,2016,9,2001,C,36,10,15,3,692.0
32985,9000.0,9000.0,36 months,14.08,307.95,5 years,RENT,40000.0,Verified,Current,credit_card,LA,19.66,0.0,670.0,674.0,0.0,9.0,0.0,8941.0,59.2,11.0,0.0,0.0,0.0,100.0,Individual,7,2017,10,2013,C,36,5,4,3,672.0
99591,35000.0,35000.0,60 months,10.49,752.12,5 years,MORTGAGE,262713.0,Verified,Charged Off,home_improvement,DE,11.64,1.0,690.0,694.0,0.0,11.0,0.0,100000.0,86.1,22.0,2.0,0.0,0.0,90.9,Individual,0,2017,11,1999,B,60,5,18,2,692.0
34775,20000.0,20000.0,36 months,9.92,644.6,10+ years,MORTGAGE,112000.0,Source Verified,Current,other,CA,16.71,0.0,660.0,664.0,0.0,5.0,0.0,20000.0,103.1,12.0,3.0,0.0,0.0,91.7,Individual,2,2018,11,2002,B,36,10,16,2,662.0
31552,13000.0,13000.0,36 months,16.99,463.43,5 years,OWN,69000.0,Not Verified,Fully Paid,debt_consolidation,CA,11.25,1.0,665.0,669.0,2.0,9.0,0.0,5661.0,53.4,13.0,0.0,0.0,1.0,92.3,Individual,0,2017,5,2011,D,36,5,6,4,667.0
78871,2400.0,2400.0,36 months,10.42,77.92,10+ years,MORTGAGE,45000.0,Verified,Current,major_purchase,OH,19.63,0.0,735.0,739.0,0.0,7.0,0.0,3198.0,61.5,13.0,1.0,0.0,0.0,100.0,Individual,5,2017,6,2001,B,36,10,16,2,737.0
96688,10000.0,10000.0,36 months,8.18,314.2,10+ years,OWN,56000.0,Not Verified,Fully Paid,credit_card,ME,26.65,3.0,685.0,689.0,0.0,9.0,1.0,9086.0,28.8,17.0,0.0,0.0,1.0,82.4,Individual,10,2015,7,1990,B,36,10,25,2,687.0
25544,13000.0,13000.0,60 months,19.99,344.35,2 years,OWN,100000.0,Not Verified,Fully Paid,debt_consolidation,TX,17.92,0.0,665.0,669.0,0.0,9.0,0.0,5876.0,61.9,18.0,3.0,0.0,0.0,88.9,Individual,0,2015,9,2004,E,60,2,11,5,667.0
24733,15000.0,15000.0,60 months,14.49,352.85,2 years,RENT,50000.0,Source Verified,Charged Off,debt_consolidation,MD,20.45,0.0,690.0,694.0,0.0,11.0,0.0,6572.0,41.1,16.0,0.0,0.0,0.0,100.0,Individual,5,2014,10,2010,C,60,2,4,3,692.0
40936,10000.0,10000.0,36 months,10.91,326.97,4 years,RENT,50000.0,Not Verified,Fully Paid,debt_consolidation,IL,21.1,0.0,685.0,689.0,0.0,12.0,0.0,42109.0,43.1,17.0,0.0,0.0,0.0,100.0,Individual,5,2017,1,2000,B,36,4,17,2,687.0
22841,20000.0,20000.0,60 months,12.29,447.83,7 years,MORTGAGE,70000.0,Source Verified,Current,home_improvement,MA,18.17,0.0,730.0,734.0,0.0,11.0,0.0,17759.0,51.6,21.0,2.0,0.0,0.0,100.0,Individual,2,2015,2,1998,C,60,7,17,3,732.0
75843,20000.0,20000.0,36 months,9.17,637.58,10+ years,MORTGAGE,88000.0,Source Verified,Fully Paid,debt_consolidation,FL,17.54,0.0,700.0,704.0,0.0,10.0,0.0,5984.0,31.0,29.0,4.0,0.0,0.0,85.7,Individual,6,2015,1,2005,B,36,10,10,2,702.0
69448,13000.0,13000.0,36 months,9.16,414.37,< 1 year,RENT,70000.0,Source Verified,Fully Paid,moving,FL,20.01,0.0,705.0,709.0,0.0,7.0,0.0,4723.0,26.2,20.0,4.0,0.0,2.0,89.5,Individual,1,2016,8,1996,B,36,0,20,2,707.0
8666,2800.0,2800.0,36 months,5.32,84.33,2 years,RENT,140000.0,Not Verified,Fully Paid,major_purchase,CA,5.58,0.0,755.0,759.0,0.0,11.0,0.0,4057.0,6.5,19.0,0.0,0.0,0.0,100.0,Individual,7,2017,5,2007,A,36,2,10,1,757.0
43592,4600.0,4600.0,36 months,11.53,151.76,10+ years,OWN,60000.0,Verified,Fully Paid,credit_card,TX,10.24,0.0,695.0,699.0,1.0,9.0,0.0,4558.0,20.9,15.0,0.0,0.0,0.0,93.3,Individual,2,2015,9,2007,B,36,10,8,2,697.0
86895,12000.0,12000.0,60 months,14.99,285.42,10+ years,MORTGAGE,41000.0,Source Verified,Current,credit_card,KS,15.81,0.0,680.0,684.0,0.0,7.0,0.0,6270.0,56.0,8.0,1.0,0.0,0.0,100.0,Individual,2,2017,0,2013,C,60,10,4,3,682.0
226,20000.0,20000.0,36 months,10.91,653.93,1 year,RENT,125000.0,Source Verified,Fully Paid,major_purchase,CA,7.37,0.0,715.0,719.0,0.0,15.0,0.0,15633.0,17.7,15.0,0.0,0.0,0.0,100.0,Individual,9,2017,2,2013,B,36,1,4,2,717.0
68168,11000.0,11000.0,60 months,14.07,256.36,10+ years,RENT,68640.0,Not Verified,Current,debt_consolidation,MA,8.67,0.0,675.0,679.0,0.0,9.0,0.0,9401.0,68.6,13.0,0.0,0.0,0.0,92.3,Individual,3,2018,0,2001,C,60,10,17,3,677.0
66062,15000.0,15000.0,36 months,9.93,483.52,1 year,RENT,115000.0,Not Verified,Current,home_improvement,CA,23.05,0.0,780.0,784.0,0.0,7.0,0.0,10588.0,19.3,21.0,0.0,0.0,0.0,100.0,Individual,0,2018,4,1999,B,36,1,19,2,782.0
67265,25000.0,25000.0,60 months,12.61,563.85,1 year,MORTGAGE,75000.0,Not Verified,Current,debt_consolidation,MA,26.82,0.0,730.0,734.0,1.0,17.0,1.0,34410.0,51.1,31.0,2.0,1.0,0.0,100.0,Individual,5,2018,10,2002,C,60,1,16,3,732.0
35395,4800.0,4800.0,36 months,12.73,161.11,< 1 year,RENT,51000.0,Source Verified,Current,car,FL,25.06,0.0,715.0,719.0,0.0,8.0,0.0,5888.0,47.1,29.0,0.0,0.0,0.0,93.1,Individual,9,2018,4,2006,B,36,0,12,2,717.0
97128,3000.0,3000.0,36 months,6.11,91.42,1 year,MORTGAGE,80000.0,Not Verified,Current,home_improvement,PA,13.52,0.0,755.0,759.0,1.0,10.0,0.0,6102.0,13.5,21.0,1.0,0.0,0.0,100.0,Individual,9,2018,6,2001,A,36,1,17,1,757.0
33760,14000.0,14000.0,36 months,18.99,513.12,< 1 year,RENT,63000.0,Source Verified,Charged Off,debt_consolidation,OR,9.22,0.0,660.0,664.0,1.0,16.0,0.0,8324.0,68.8,36.0,0.0,0.0,1.0,86.1,Individual,4,2014,4,2002,E,36,0,12,5,662.0
78907,23000.0,23000.0,60 months,25.34,679.68,3 years,RENT,72500.0,Not Verified,Current,credit_card,CA,15.91,0.0,670.0,674.0,1.0,10.0,0.0,12494.0,60.7,12.0,0.0,0.0,0.0,100.0,Individual,6,2018,6,2007,E,60,3,11,5,672.0
42414,14000.0,14000.0,36 months,8.24,440.27,10+ years,MORTGAGE,43000.0,Not Verified,Current,debt_consolidation,NJ,27.41,0.0,715.0,719.0,0.0,12.0,0.0,18779.0,43.1,18.0,1.0,0.0,0.0,100.0,Individual,4,2017,3,2006,B,36,10,11,2,717.0
24582,20000.0,20000.0,36 months,14.07,684.24,4 years,RENT,90000.0,Source Verified,Current,credit_card,SC,14.65,1.0,675.0,679.0,0.0,11.0,0.0,26531.0,53.4,13.0,0.0,0.0,0.0,92.3,Individual,3,2018,10,2012,C,36,4,6,3,677.0
46223,18200.0,18200.0,60 months,24.99,534.09,10+ years,OWN,60000.0,Source Verified,Fully Paid,debt_consolidation,AL,22.3,0.0,695.0,699.0,1.0,9.0,0.0,18600.0,70.5,23.0,2.0,0.0,0.0,95.7,Individual,0,2014,1,1993,F,60,10,21,6,697.0
60154,6000.0,6000.0,36 months,17.57,215.63,4 years,MORTGAGE,40000.0,Source Verified,Charged Off,home_improvement,SD,36.78,0.0,675.0,679.0,2.0,6.0,4.0,2776.0,71.2,13.0,0.0,0.0,0.0,92.3,Individual,2,2015,2,2005,D,36,4,10,4,677.0
87430,13000.0,13000.0,36 months,6.08,395.96,6 years,MORTGAGE,65000.0,Source Verified,Current,credit_card,NC,22.34,0.0,750.0,754.0,1.0,18.0,0.0,10693.0,46.9,22.0,1.0,0.0,0.0,100.0,Individual,11,2017,3,1992,A,36,6,25,1,752.0
65442,14475.0,14475.0,36 months,18.25,525.13,2 years,RENT,45500.0,Source Verified,Charged Off,debt_consolidation,LA,32.89,0.0,660.0,664.0,0.0,14.0,0.0,7132.0,46.3,22.0,1.0,0.0,1.0,95.2,Individual,8,2015,2,2004,E,36,2,11,5,662.0
2711,15100.0,15100.0,60 months,18.99,391.62,5 years,RENT,42000.0,Source Verified,Fully Paid,debt_consolidation,KY,20.17,0.0,670.0,674.0,2.0,20.0,0.0,13572.0,76.2,32.0,0.0,0.0,0.0,100.0,Individual,0,2016,4,2006,E,60,5,10,5,672.0
80055,6400.0,6400.0,36 months,13.49,217.16,1 year,RENT,50000.0,Not Verified,Current,debt_consolidation,NY,9.74,1.0,690.0,694.0,2.0,16.0,0.0,13239.0,19.9,26.0,0.0,0.0,0.0,92.3,Individual,8,2016,0,2005,C,36,1,11,3,692.0
47610,18000.0,18000.0,36 months,14.47,619.32,1 year,MORTGAGE,75000.0,Source Verified,Current,debt_consolidation,DE,29.28,0.0,670.0,674.0,1.0,17.0,0.0,20404.0,76.7,22.0,1.0,0.0,1.0,95.2,Individual,8,2018,2,2006,C,36,1,12,3,672.0
32663,7000.0,7000.0,36 months,7.49,217.72,< 1 year,RENT,85000.0,Source Verified,Current,debt_consolidation,CA,12.64,0.0,685.0,689.0,0.0,25.0,0.0,4188.0,28.5,43.0,0.0,0.0,1.0,97.6,Individual,3,2017,7,2008,A,36,0,9,1,687.0
97717,32000.0,32000.0,60 months,17.97,812.07,1 year,RENT,24000.0,Source Verified,Current,major_purchase,MT,50.0,0.0,795.0,799.0,1.0,6.0,0.0,208.0,5.2,9.0,0.0,0.0,0.0,100.0,Joint App,10,2018,1,2010,D,60,1,8,4,797.0
38069,4150.0,4150.0,36 months,15.41,144.7,3 years,RENT,23000.0,Verified,Fully Paid,debt_consolidation,TN,33.45,0.0,660.0,664.0,0.0,5.0,0.0,12634.0,93.6,6.0,0.0,0.0,0.0,83.3,Individual,11,2015,7,2011,D,36,3,4,4,662.0
66819,5600.0,5600.0,36 months,18.25,203.16,6 years,RENT,72000.0,Verified,Fully Paid,car,CA,18.5,0.0,685.0,689.0,2.0,17.0,0.0,11041.0,44.0,24.0,0.0,0.0,0.0,100.0,Individual,6,2013,5,2007,D,36,6,6,4,687.0
13487,10000.0,10000.0,36 months,11.39,329.24,< 1 year,RENT,65000.0,Source Verified,Current,credit_card,NY,18.08,0.0,670.0,674.0,0.0,14.0,0.0,9726.0,53.7,15.0,0.0,0.0,0.0,100.0,Individual,11,2016,8,2010,B,36,0,6,2,672.0
80385,25000.0,25000.0,60 months,24.85,731.59,7 years,OWN,45000.0,Verified,Late (31-120 days),debt_consolidation,WV,17.89,0.0,705.0,709.0,1.0,9.0,0.0,8495.0,56.6,17.0,0.0,0.0,0.0,100.0,Individual,0,2018,5,2006,E,60,7,12,5,707.0
11383,38900.0,38900.0,60 months,13.06,886.29,10+ years,MORTGAGE,120000.0,Verified,Current,debt_consolidation,CO,11.08,0.0,715.0,719.0,0.0,7.0,0.0,22193.0,82.8,24.0,3.0,0.0,0.0,100.0,Individual,4,2018,10,2004,C,60,10,14,3,717.0
920,10000.0,10000.0,36 months,8.19,314.25,10+ years,MORTGAGE,75000.0,Not Verified,Fully Paid,credit_card,CA,12.3,1.0,680.0,684.0,1.0,13.0,0.0,6763.0,50.1,35.0,2.0,0.0,7.0,71.4,Individual,0,2015,7,1992,A,36,10,23,1,682.0
85364,13975.0,13975.0,36 months,15.05,484.8,3 years,RENT,50000.0,Source Verified,Current,debt_consolidation,NY,9.6,0.0,740.0,744.0,0.0,6.0,0.0,2980.0,13.1,7.0,0.0,0.0,0.0,100.0,Individual,9,2017,11,2013,C,36,3,4,3,742.0
94516,29100.0,29100.0,60 months,20.2,774.22,10+ years,MORTGAGE,65000.0,Verified,Fully Paid,debt_consolidation,CA,21.16,1.0,670.0,674.0,0.0,12.0,0.0,21971.0,90.4,23.0,3.0,0.0,0.0,91.3,Individual,10,2013,9,1982,D,60,10,31,4,672.0
38604,13000.0,13000.0,36 months,9.93,419.05,5 years,MORTGAGE,60000.0,Not Verified,Current,debt_consolidation,MI,21.02,0.0,690.0,694.0,0.0,20.0,0.0,12342.0,68.2,42.0,5.0,0.0,1.0,90.5,Individual,5,2017,7,1989,B,36,5,28,2,692.0
1227,8000.0,8000.0,36 months,14.49,275.33,< 1 year,RENT,160000.0,Not Verified,Fully Paid,moving,MD,6.57,0.0,675.0,679.0,0.0,16.0,1.0,16341.0,73.0,26.0,0.0,1.0,0.0,100.0,Individual,6,2014,0,2006,C,36,0,8,3,677.0
68259,10000.0,10000.0,60 months,14.08,233.1,10+ years,MORTGAGE,47000.0,Not Verified,Current,debt_consolidation,CT,19.82,0.0,680.0,684.0,0.0,8.0,0.0,7251.0,56.6,16.0,0.0,0.0,0.0,100.0,Individual,9,2017,1,2001,C,60,10,16,3,682.0
74218,2500.0,2500.0,36 months,8.19,78.57,10+ years,RENT,82000.0,Not Verified,Current,credit_card,UT,16.89,0.0,725.0,729.0,0.0,6.0,1.0,4394.0,32.8,15.0,0.0,1.0,0.0,100.0,Individual,11,2018,6,1993,A,36,10,25,1,727.0
74911,22500.0,22500.0,36 months,9.92,725.17,10+ years,OWN,100000.0,Not Verified,Current,debt_consolidation,NC,29.4,1.0,675.0,679.0,0.0,17.0,0.0,3964.0,42.2,32.0,2.0,0.0,4.0,81.3,Individual,3,2018,3,1989,B,36,10,29,2,677.0
30235,30000.0,30000.0,36 months,7.9,938.71,10+ years,MORTGAGE,225000.0,Verified,Fully Paid,credit_card,TX,12.44,0.0,735.0,739.0,2.0,11.0,0.0,20937.0,57.5,39.0,9.0,0.0,0.0,100.0,Individual,0,2014,11,1985,A,36,10,29,1,737.0
70947,10000.0,10000.0,60 months,28.72,315.72,3 years,OWN,49000.0,Verified,Fully Paid,debt_consolidation,VA,13.67,0.0,660.0,664.0,1.0,6.0,1.0,3320.0,70.6,9.0,0.0,1.0,0.0,100.0,Individual,0,2018,3,2006,F,60,3,12,6,662.0
63078,24000.0,24000.0,60 months,8.49,492.29,10+ years,MORTGAGE,95000.0,Not Verified,Current,home_improvement,GA,14.64,0.0,785.0,789.0,1.0,14.0,0.0,11546.0,28.7,31.0,3.0,0.0,0.0,100.0,Individual,0,2016,11,1997,B,60,10,19,2,787.0
57850,24000.0,24000.0,60 months,12.73,542.77,10+ years,RENT,50000.0,Not Verified,Current,debt_consolidation,CA,50.0,0.0,680.0,684.0,0.0,18.0,0.0,49623.0,59.4,24.0,0.0,0.0,0.0,100.0,Joint App,8,2018,5,2004,B,60,10,14,2,682.0
62065,7000.0,7000.0,36 months,16.29,247.11,10+ years,MORTGAGE,110000.0,Verified,Fully Paid,home_improvement,CA,25.42,1.0,660.0,664.0,1.0,30.0,0.0,14512.0,41.2,43.0,1.0,0.0,1.0,88.4,Individual,5,2016,7,1997,D,36,10,19,4,662.0
86346,28000.0,28000.0,60 months,18.45,717.89,2 years,RENT,83000.0,Not Verified,Current,credit_card,MO,33.23,0.0,680.0,684.0,1.0,21.0,0.0,32216.0,71.1,41.0,0.0,0.0,0.0,100.0,Joint App,5,2018,3,1997,D,60,2,21,4,682.0
27533,18000.0,18000.0,36 months,9.58,577.27,3 years,RENT,72000.0,Verified,Current,debt_consolidation,TX,34.63,1.0,715.0,719.0,0.0,33.0,0.0,25743.0,25.4,53.0,2.0,0.0,0.0,100.0,Individual,4,2018,1,1997,B,36,3,21,2,717.0
35406,15000.0,15000.0,36 months,9.17,478.19,5 years,MORTGAGE,50000.0,Source Verified,Fully Paid,debt_consolidation,FL,18.03,0.0,695.0,699.0,0.0,7.0,0.0,8706.0,75.7,13.0,1.0,0.0,0.0,100.0,Individual,4,2015,2,2006,B,36,5,9,2,697.0
61328,5875.0,5875.0,36 months,8.81,186.31,5 years,MORTGAGE,81000.0,Source Verified,Current,credit_card,TX,13.59,0.0,715.0,719.0,2.0,13.0,0.0,7374.0,25.7,29.0,2.0,0.0,0.0,93.1,Individual,11,2018,7,2001,A,36,5,17,1,717.0
24276,6000.0,6000.0,36 months,14.99,207.97,7 years,RENT,40000.0,Verified,Charged Off,house,GA,25.05,0.0,690.0,694.0,0.0,17.0,0.0,3432.0,22.9,25.0,0.0,0.0,0.0,88.0,Individual,0,2015,8,2002,C,36,7,13,3,692.0
87336,15000.0,15000.0,36 months,6.03,456.54,8 years,MORTGAGE,120000.0,Verified,Fully Paid,debt_consolidation,MA,10.21,0.0,760.0,764.0,1.0,14.0,0.0,10891.0,43.6,31.0,5.0,0.0,0.0,96.8,Individual,8,2014,5,1992,A,36,8,22,1,762.0
19424,15000.0,15000.0,60 months,12.29,335.87,9 years,MORTGAGE,170000.0,Not Verified,Charged Off,major_purchase,NJ,19.84,0.0,675.0,679.0,0.0,17.0,0.0,48113.0,92.2,37.0,3.0,0.0,0.0,100.0,Individual,6,2015,7,1995,C,60,9,20,3,677.0
56892,5000.0,5000.0,36 months,15.49,174.53,10+ years,RENT,23000.0,Verified,Current,debt_consolidation,SC,21.24,1.0,685.0,689.0,0.0,5.0,0.0,1340.0,40.6,9.0,0.0,0.0,0.0,87.5,Individual,6,2018,2,1999,C,36,10,19,3,687.0
95936,7200.0,7200.0,36 months,12.29,240.15,1 year,MORTGAGE,60000.0,Not Verified,Fully Paid,credit_card,MO,12.68,0.0,690.0,694.0,1.0,6.0,1.0,6353.0,27.9,12.0,6.0,1.0,0.0,91.7,Individual,1,2015,1,2004,C,36,1,11,3,692.0
14191,7200.0,7200.0,36 months,11.39,237.06,8 years,MORTGAGE,106000.0,Source Verified,Fully Paid,credit_card,OH,16.11,0.0,685.0,689.0,0.0,7.0,0.0,29663.0,97.3,19.0,4.0,0.0,0.0,94.7,Individual,1,2017,2,2002,B,36,8,15,2,687.0
51582,40000.0,40000.0,60 months,10.07,851.27,8 years,MORTGAGE,102000.0,Verified,Current,debt_consolidation,VA,3.47,0.0,760.0,764.0,0.0,11.0,0.0,10317.0,27.3,28.0,3.0,0.0,0.0,100.0,Joint App,5,2018,8,2006,B,60,8,12,2,762.0
35026,5600.0,5600.0,36 months,12.69,187.86,3 years,RENT,30000.0,Source Verified,Charged Off,debt_consolidation,CT,22.52,0.0,690.0,694.0,3.0,12.0,2.0,7272.0,50.2,17.0,0.0,1.0,1.0,94.1,Individual,6,2015,8,2003,C,36,3,12,3,692.0
85266,6000.0,6000.0,36 months,20.39,224.18,1 year,OWN,70000.0,Source Verified,Late (31-120 days),debt_consolidation,PA,25.13,0.0,680.0,684.0,1.0,15.0,1.0,16766.0,73.5,21.0,0.0,1.0,0.0,100.0,Individual,5,2018,10,2003,D,36,1,15,4,682.0
35511,9600.0,9600.0,36 months,8.46,302.88,10+ years,RENT,65000.0,Not Verified,Current,credit_card,IL,16.67,0.0,725.0,729.0,1.0,12.0,0.0,3583.0,10.0,21.0,0.0,0.0,1.0,90.5,Joint App,8,2018,9,2007,A,36,10,11,1,727.0
21370,39550.0,39550.0,60 months,9.43,829.28,< 1 year,MORTGAGE,118000.0,Not Verified,Current,debt_consolidation,NC,17.88,0.0,730.0,734.0,0.0,11.0,0.0,33115.0,50.4,22.0,2.0,0.0,0.0,100.0,Individual,3,2018,11,1986,B,60,0,32,2,732.0
90522,19500.0,19500.0,36 months,7.97,610.79,4 years,RENT,65000.0,Not Verified,Current,debt_consolidation,MA,29.17,0.0,695.0,699.0,0.0,11.0,0.0,18583.0,78.1,28.0,0.0,0.0,0.0,100.0,Individual,0,2018,10,2004,A,36,4,14,1,697.0
97816,26000.0,26000.0,36 months,10.9,849.98,1 year,RENT,83400.0,Source Verified,Current,other,NY,2.16,0.0,665.0,669.0,2.0,8.0,0.0,4494.0,18.4,11.0,0.0,0.0,0.0,100.0,Individual,3,2018,9,2008,B,36,1,10,2,667.0
8295,16000.0,16000.0,36 months,11.44,527.16,10+ years,MORTGAGE,300000.0,Verified,Fully Paid,medical,MA,9.58,2.0,695.0,699.0,4.0,20.0,0.0,100000.0,71.8,59.0,5.0,0.0,0.0,100.0,Individual,11,2014,10,1986,B,36,10,28,2,697.0
29497,16000.0,16000.0,36 months,12.79,537.49,3 years,RENT,81000.0,Verified,Fully Paid,debt_consolidation,NY,13.54,0.0,665.0,669.0,0.0,9.0,0.0,12380.0,72.0,21.0,0.0,0.0,0.0,95.2,Individual,9,2016,9,2004,C,36,3,12,3,667.0
10125,8675.0,8675.0,36 months,18.24,314.67,7 years,RENT,47000.0,Source Verified,Charged Off,debt_consolidation,AL,25.56,1.0,670.0,674.0,3.0,11.0,1.0,3425.0,28.8,18.0,1.0,0.0,0.0,100.0,Individual,7,2014,1,2001,D,36,7,13,4,672.0
38161,10000.0,10000.0,36 months,8.39,315.17,3 years,MORTGAGE,59000.0,Not Verified,Fully Paid,debt_consolidation,SC,13.83,0.0,680.0,684.0,1.0,12.0,0.0,15309.0,83.2,49.0,4.0,0.0,0.0,100.0,Individual,9,2014,2,1999,A,36,3,15,1,682.0
7022,17600.0,17600.0,60 months,19.03,456.85,10+ years,MORTGAGE,57750.58,Source Verified,Charged Off,debt_consolidation,TN,33.21,0.0,660.0,664.0,0.0,10.0,1.0,11162.0,87.2,22.0,2.0,1.0,1.0,86.7,Individual,9,2017,2,1991,D,60,10,26,4,662.0
58481,2400.0,2400.0,36 months,12.74,80.57,10+ years,RENT,72000.0,Not Verified,Fully Paid,debt_consolidation,CA,12.18,2.0,670.0,674.0,0.0,10.0,1.0,4258.0,35.2,23.0,0.0,0.0,1.0,95.5,Individual,2,2017,8,2003,C,36,10,14,3,672.0
6550,7000.0,7000.0,36 months,9.43,224.01,10+ years,OWN,46000.0,Source Verified,Current,other,MA,22.72,0.0,680.0,684.0,0.0,4.0,1.0,13761.0,93.0,15.0,0.0,1.0,0.0,100.0,Individual,4,2018,8,1998,B,36,10,20,2,682.0
67096,8800.0,8800.0,36 months,9.17,280.54,10+ years,OWN,55000.0,Not Verified,Fully Paid,debt_consolidation,NY,10.91,0.0,725.0,729.0,1.0,11.0,0.0,4854.0,31.7,35.0,6.0,0.0,1.0,94.3,Individual,4,2015,0,1984,B,36,10,31,2,727.0
29737,16000.0,16000.0,36 months,7.34,496.53,10+ years,MORTGAGE,72000.0,Source Verified,Fully Paid,house,KY,12.38,0.0,790.0,794.0,1.0,6.0,0.0,26.0,0.1,27.0,6.0,0.0,0.0,100.0,Individual,2,2018,5,2000,A,36,10,18,1,792.0
46403,5000.0,5000.0,36 months,11.31,164.43,10+ years,MORTGAGE,55000.0,Not Verified,Current,debt_consolidation,MO,31.77,0.0,705.0,709.0,1.0,9.0,0.0,27592.0,89.9,23.0,2.0,0.0,0.0,100.0,Individual,11,2018,6,2003,B,36,10,15,2,707.0
81984,3600.0,3600.0,36 months,15.31,125.35,6 years,MORTGAGE,39000.0,Verified,Fully Paid,debt_consolidation,CA,34.0,0.0,670.0,674.0,0.0,23.0,0.0,26083.0,57.7,32.0,0.0,0.0,0.0,93.7,Individual,2,2016,7,1982,C,36,6,34,3,672.0
